pietro,izby,powierzchnia,zadrzewienie,autostrada,przemysł,centrum,jezioro,lasy,tramwaj,policja,szkola,cena,zainter
1,2,33.4,0.56,6154.905,264.6224,389.4226,1391.294,2847.74,244.1311,555.1802,404.0111,8053.89,FALSE
1,3,43.17,25.8,5582.437,205,4160.12,2365.761,775,735.612,876.6413,83.81527,5211.95,FALSE
1,4,63.2,7.56,3486.581,57.00877,6883.084,1085.933,642.067,254.951,3205.328,1576.785,6012.66,FALSE
3,3,51.09,11.24,1083.421,177.3415,5179.928,2143.84,152.0691,1056.421,2160.283,340.0368,3718.93,TRUE
1,5,111.4,21.56,4384.761,67.26812,4518.033,1931.075,1122.375,351.9233,1190.483,288.5308,6143.4,FALSE
5,1,33.7,0.28,6380.416,36.05551,2297.324,1391.294,961.7692,240.5203,592.9797,350.3213,5964.39,TRUE
4,2,24.67,35.24,8075.867,264.1969,2488.875,1483.619,1239.94,188.6796,1480.034,273.9069,5796.51,FALSE
4,4,63.1,10.96,3635.691,495.9083,3415.333,2206.4,729.4518,445.1123,1777.196,300.3748,4595.88,FALSE
3,2,40.8,15.16,8483.985,126.1943,3021.527,1384.377,1280,319.1003,1948.795,286.5746,5500,FALSE
2,5,82.2,2.6,3291.675,381.2151,4056.02,2454.409,427.9311,130.3841,2196.048,186.0108,3649.64,TRUE
1,4,66.8,8.64,8710.811,105,2808.558,2323.639,914.9454,436.5776,706.7708,475.079,6886.23,FALSE
4,3,44,0.6,6699.39014,145.7738,1454.99146,1865.24121,1346.5697,278.2984,96.17692,195,5981.31,FALSE
2,4,68.7,0,12291.18,531.0838,6255.494,4809.345,164.4688,182.4829,660.9274,449.1102,5604.06,FALSE
2,3,45.4,4.16,11274.46875,168.67128,5614.84619,3492.2771,912.85266,969.44574,1156.08179,174.14075,7599.12,FALSE
4,3,44.33,9.12,4776.118,333.2041,3057,991.9299,673.0899,203.0394,776.0316,362.4914,9474.4,FALSE
4,1,27.75,3.88,5103.64844,226.77081,2246.60864,2655.20239,2263.01782,368.00137,645.32935,280.40149,6558.56,TRUE
1,2,38.6,4.12,5081.594,100.4988,1135.275,2188.201,2444.918,53.15073,1192.749,532.5646,5051.81,FALSE
3,2,45.7,0,6584.71729,68.00735,2238.89478,1274.69604,800.15625,18.02776,734.93195,228.52789,6126.91,FALSE
1,2,41.3,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,6900.73,FALSE
4,2,34.59,35.24,8075.867,264.1969,2488.875,1483.619,1239.94,188.6796,1480.034,273.9069,5926.57,FALSE
1,1,19.7,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,3324.87,TRUE
1,2,48.5,4.16,11274.46875,168.67128,5614.84619,3492.2771,912.85266,969.44574,1156.08179,174.14075,5773.2,FALSE
4,2,36.5,23.16,6782.14014,25,773.98322,1288.60388,2712.27295,201.55644,633.24561,228.52789,4602.74,TRUE
12,2,32.1,16.72,10107.68,130,4195.486,2921.584,1481.427,344.4198,2298.717,771.7675,5046.73,FALSE
1,4,69.8,32,4180,186.0108,3767.924,2307.228,1662.806,396.2323,820.8837,368.0014,5372.49,FALSE
1,2,41.5,8.44,5605.188,418.3898,1079.317,978.0082,2250.656,123.6932,1300.961,134.6291,7736.9,FALSE
1,4,64,20.36,4298.805,38.07887,4099.332,2146.701,1545.129,563.0275,932.6575,355.3168,7343.75,FALSE
6,1,25.1,1.6,5709.588,93.94147,495.202,1875.06,2967.09,255.196,762.9712,285,7968.13,TRUE
1,4,62.22,3.6,11897.58398,200,5749.83691,5546.09082,101.98039,2272.03101,2257.72559,268.00186,4741.24,FALSE
2,3,42.02,18.2,8086.941,360.1388,2330,1744.484,1465.691,382.0013,1476.787,70,4997.62,FALSE
3,3,38,21.2,5630.888,155.3222,3791.101,2148.534,1142.464,678.8409,622.6155,106.3015,5921.05,FALSE
5,2,25.4,11.24,3968.356,110.6797,2432.817,3434.705,1976.424,313.4087,742.4453,292.0616,5472.44,FALSE
5,4,68.7,8.64,8710.811,105,2808.558,2323.639,914.9454,436.5776,706.7708,475.079,6040.76,FALSE
0,4,63.6,1.6,12287.38,458.5303,6503.784,4471.208,219.6588,667.2706,244.1823,25,4638.36,FALSE
4,4,97.13,5.68,5714.543,90,547.0146,2060,2805.82,259.6151,777.1904,103.0776,4107.9,FALSE
3,3,50.4,1.04,5335.583,222.7667,2793,462.3851,476.7075,226.2742,398.5285,791.1542,7797.62,FALSE
3,3,49.74,0.36,11634.30469,166.43317,5449.13281,5310.0752,331.0589,1828.14795,2572.08569,155,6031.36,FALSE
2,3,51.1,12.24,3742.355,18.02776,4589.24,1517.012,1592.302,953.9523,1571.957,193.0026,6511.15,FALSE
6,3,53.7,0,3823.938,101.9804,2591.549,2298.548,804.1144,313.1294,1232.609,637.1224,7242.09,FALSE
3,1,36.4,8.6,3789.419,275.1363,3512.239,1989.196,936.9232,403.0509,1650.273,449.0267,5769.23,TRUE
2,1,35.3,1.6,5709.588,93.94147,495.202,1875.06,2967.09,255.196,762.9712,285,7365.44,TRUE
4,4,62.8,0,4032.72852,528.79578,10982.94141,3674.48291,46.09772,6509.61768,6863.85645,448.21869,4283.44,FALSE
8,4,47.2,10.52,3665,180.2776,3730.968,2217.707,1086.646,315.6343,1232.599,203.0394,4332.63,FALSE
4,3,57.6,37.48,5347.815,88.45903,3922.643,2456.751,1056.089,444.3253,555.0901,277.3085,4670.14,FALSE
1,2,26.7,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,3558.05,TRUE
1,4,101.1,19.68,1771.793,145.7738,4839.551,1672.401,489.3363,702.6023,2437.217,250.7987,5637.98,FALSE
1,4,91.8,7.92,4006.41992,145.7738,2312.44458,3222.73169,1920.34497,210.95023,515.38818,169.77927,2995.64,TRUE
3,3,37.69,12.88,3894.07886,65.76473,3042.44971,2933.42798,1400.35706,26.92582,1221.14697,80.77747,3661.45,TRUE
4,4,62.7,3.48,12336.47,386.2642,6569.205,4489.928,142.1267,728.3543,295,93.94147,4465.71,FALSE
2,4,70.94,0.92,11768.50586,221.41589,5624.02441,5416.22119,227.70595,2244.06445,2311.01709,212.13203,5004.23,FALSE
0,4,61.1,13.16,6927.788,114.0175,5812.945,672.644,269.2582,811.3107,2822.145,272.2591,4009.82,FALSE
0,2,65.25,1.84,4904.042,371.6517,2371.919,2829.178,2387.572,300,780.2083,198.1161,6206.9,FALSE
1,2,27.19,7.16,6643.766,47.16991,1592.482,1749.636,1228.515,206.1553,116.297,264.1969,4119.16,TRUE
3,2,42.1,10.32,11833.92188,168.07736,5642.98242,5407.26367,314.68237,1819.51233,2442.89282,266.31747,4988.12,FALSE
4,3,38.2,11.36,6482.254,149.8332,588.0688,2266.479,2215.271,193.1321,415.1205,275.7263,6753.93,FALSE
2,3,71.1,12.48,2641.751,41.23106,3687.818,2951.055,888.1441,73.82411,1418.732,603.9247,4219.41,TRUE
1,2,29,11.2,6260.034,276.134,1590.503,1927.596,1418.238,120.8305,298.4125,285.7009,5238.79,FALSE
4,2,30.9,11.84,3305.77148,229.8369,5074.64795,964.80566,1089.151,926.74158,2127.06958,628.35101,6666.67,FALSE
2,4,106.18,0,6587.83936,69.64194,2259.45239,1259.81152,789.00256,20.61553,744.64758,249.09837,2994.91,TRUE
0,3,49.7,5.44,6025.232,68.00735,644.3019,1157.897,2591.882,152.0691,821.3404,331.8509,5030.18,FALSE
0,3,32.8,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,5030.49,FALSE
3,3,74.13,4.56,4568.17773,132.38202,1658.8324,2538.15869,2040.50244,11.18034,685.29193,466.1813,4586.54,FALSE
1,2,37.7,17.88,6125,206.1553,3183.237,1492.824,1347.312,383.2754,969.1491,425,5305.04,FALSE
2,3,48.8,1.64,3063.634,43.01163,3978.897,2722.738,207.9663,134.3503,2356.884,186.8154,4364.75,FALSE
4,1,54.3,21.72,4384.955,169.1892,2375.395,3475.809,2024.846,317.5689,1301.768,65,4198.9,TRUE
4,4,53.3,39.04,4853.092,640.41,1914.138,1220.215,1784.839,174.6425,1013.422,190.3943,2626.64,TRUE
0,3,51.5,10.84,4809.71143,381.21515,2546.13916,2874.28687,2266.78735,304.63092,642.74799,60.20797,1024.38,TRUE
3,3,42.32,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,3544.42,TRUE
2,5,61.2,36.8,4380.414,123.7942,2507.414,1600.781,1370.857,278.2984,1142.683,192.3538,4542.48,FALSE
2,4,47.98,27.92,4147.7251,103.07764,2722.08105,3243.92114,1707.11011,204.02206,1185.04224,223.6068,5273.03,FALSE
1,3,49.4,1.8,10917.38,474.2362,4848.015,3822.045,576.3029,195,1719.956,372.3238,4858.3,TRUE
3,3,54.8,22.76,1201.75916,70.17834,5105.41846,1975.17725,416.08292,867.07843,2136.12378,307.00162,3649.64,TRUE
2,3,39.2,13.72,6875,136.47343,3175.15356,727.47852,580.28009,22.36068,1481.39294,641.95013,4591.84,TRUE
2,3,49.55,2.96,4727.309,31.62278,2088.403,3198.175,2360.704,212.1909,1106.029,201.5564,4339.05,FALSE
2,3,48.8,23.24,1198.541,111.018,5100.667,2010.479,377.2599,880.6957,2152.864,282.9311,4098.36,FALSE
11,4,64.41,10.16,3401.415,298.4125,3817.725,2365.925,575.0217,88.60023,2040.025,234.2008,3959.01,FALSE
9,3,45.5,7.52,5125.139,156.285,3357.101,615.0813,170,284.605,961.5092,460.8959,3186.81,TRUE
5,3,54.7,4.84,11307.9,285.0439,5529.855,3658.446,1085.772,652.7059,1044.521,215.9282,6334.55,FALSE
3,3,52,0.36,8790.838,163.4778,2951.313,2375.258,746.0731,610.4507,859.142,646.2585,5634.62,FALSE
2,1,32.88,0.48,11763.63574,207.00241,5615.26953,5416.94092,236.48466,2214.45825,2338.56787,182.48288,6143.55,TRUE
1,3,52.1,3.12,11762.72,801.2646,5825.157,4247.073,643.5254,145,675.0185,283.593,6238,FALSE
2,4,58.3,26.28,4765.986,291.0756,3316.282,972.5867,548.2928,96.56604,973.7813,132.0985,4502.57,FALSE
0,3,43.8,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,4223.74,FALSE
1,2,28.1,9.76,5880.553,162.865,852.3497,1005,2398.63,60.20797,1043.276,188.6796,6405.69,FALSE
3,3,52.2,16,5927.618,150.333,757.2483,1080.289,2488.785,65,947.6286,221.4159,6321.84,FALSE
0,2,54.1,0,11799.94,200.0625,6243.919,3792.562,279.5085,1277.507,976.1659,511.1995,5268.02,FALSE
0,3,72.8,1.76,11115,46.09772,6090.125,2804.929,885.0141,2365.46,2155.65,594.3484,5288.46,FALSE
2,2,37.23,16.64,7734.011,105.9481,1909.823,1898.796,1520.995,182.0027,1154.664,287.2716,5774.91,FALSE
4,4,62.9,21.16,4757.525,541.4794,4586.733,1068.562,442.8318,506.1867,2191.347,223.2151,3656.6,TRUE
1,3,44.3,19.6,1922.667,20,4399.617,2390.298,585.0214,240.8319,2089.839,100,4198.65,FALSE
2,3,48.96,2.92,4856.346,240.5203,3072.531,902.8427,574.3257,105.4751,748.9493,365,8067.81,FALSE
3,3,38.67,7.44,3836.421,30,2489.001,3367.406,1863.572,100.4988,548.2928,344.7463,3878.98,TRUE
5,2,38.2,23.8,8443.536,178.0449,2299.576,2672.55,1815.468,366.7424,1435.836,365.3081,5890.05,FALSE
2,3,48.72,0.52,8853.996,175.0714,3014.121,2435.739,720.0695,655.9154,919.3476,697.1549,6465.52,FALSE
4,4,81.2,22.36,6240.938,248.2438,1617.135,1920.169,1413.232,124.1974,331.8509,270.1851,2894.09,TRUE
1,4,96.6,10.2,4889.42725,50.24938,2000.7561,3042.61816,2501.60449,111.01801,945.85938,200,3881.99,TRUE
2,4,48.2,1.96,3978.24707,125.09996,2316.91602,3181.58765,1843.23767,130.38405,435.45953,175.85506,4107.88,FALSE
3,1,33.8,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,6360.95,TRUE
4,2,27.9,29.16,4443.717,295.1694,2749.727,1465.691,1327.403,648.0934,978.0082,241.5057,5627.24,FALSE
0,4,47.2,43.04,4696.076,545.5731,2591.607,1224.51,1185.717,585.8754,728.9204,125.1,5402.54,FALSE
1,2,37.6,14.44,4379.047,159.5306,2560.078,3377.492,1923.148,89.02247,1062.309,231.9483,4122.34,TRUE
2,3,52.5,22.68,8436.966,183.0983,2295.24,2661.823,1826.54,366.7424,1443.087,370.0338,4571.43,FALSE
3,3,56.83,2.96,4780.37646,149.16434,2194.36206,3062.66626,2345.78882,20.61553,995.03766,78.26238,3915.19,TRUE
3,3,44.1,8.6,4765.22,25.4951,2026.253,3190.251,2414.788,240.0521,1092.623,253.87,4117.91,TRUE
4,3,39.4,7.44,6448.60059,143.00349,265.75363,1845.37939,2623.15161,14.14214,26.92582,315.79266,3299.49,TRUE
0,1,34.12,0,12038,770.4058,5960.894,4728.001,173.5656,408.0747,930.5912,700.8745,8059.79,TRUE
2,3,43.2,21.88,5774.58203,319.45267,3665.57642,1965.12085,1279.93164,775.40314,677.53229,193.19679,5034.72,FALSE
2,4,51.9,47.72,8152.952,165.3028,2281.282,1942.531,1658.463,215,1559.118,205.2438,5260.12,FALSE
1,3,42.3,8.04,6216.931,249.0984,427.9311,1340.009,2823.198,317.5689,558.0323,330.1515,5910.17,FALSE
2,3,47.67,0.48,6447.653,25,2283.577,1346.115,903.1196,169.1892,638.1614,321.4421,3146.63,TRUE
3,4,78.62,0,6775.819,101.2423,924.6892,1082.405,2594.499,186.6815,830.2409,219.1461,7122.87,FALSE
6,3,48.8,10.88,10814.49,425,4907.955,3426.543,1063.073,375,1578.647,595,4303.28,TRUE
3,2,35.64,1,6429.961,100.1249,2145.379,1437.167,967.7035,145.6022,567.8248,191.6377,4769.92,TRUE
0,3,41.1,0,12186.92,678.8593,6130,4811.762,46.09772,296.1418,783.6612,570.0877,6082.73,FALSE
1,4,92.37,3.8,5839.422,261.725,618.7285,1295,2676.925,20,852.9068,237.1181,6885.3,FALSE
4,4,63.1,14.68,3495.154,387.6209,3589.154,2317.482,616.786,275.4088,1920.443,147.1394,4675.12,FALSE
3,3,65.7,19.2,6229.06299,360,1427.95312,2070.82715,1556.35791,109.65856,222.09232,447.35333,3911.72,TRUE
0,3,46.7,19.96,8392.401,92.19544,2879.592,1419.903,1316.757,175,1832.901,329.0137,4496.79,FALSE
2,2,39.1,16.88,5301.26855,65,4104.07715,2578.8855,901.38782,448.46964,712.77625,174.92856,4578.01,TRUE
4,3,48,0.44,3385,100,3597.30811,2438.41138,833.44165,186.01076,1560.29639,222.09232,4812.5,FALSE
4,4,95.22,0,6111.66504,85.44004,567.64868,1216.93262,2668.52026,241.86774,725.43091,396.54761,5799.57,FALSE
4,4,90.4,0,6603.36475,69.46222,2313.20654,1216.85046,755.59576,20.61553,777.94598,302.07614,3318.58,TRUE
3,2,61.9,3.24,10926.86,435.2298,4764.402,4635.928,400.2812,1769.477,2843.449,713.4424,5008.08,FALSE
4,4,72.7,7.92,4186.866,245.051,3284.524,2692.36,1601.125,26.92582,718.4706,310.6445,4195.32,FALSE
0,3,43.9,17.8,1938.298,25.4951,4383.848,2402.525,590.3389,235.0532,2074.446,85,4726.65,FALSE
4,4,47.6,4.16,8755.103,290.9038,2585.043,2892.979,1526.376,424.8529,1441.05,190.3943,4831.93,FALSE
3,3,37.5,17.52,4723.188,574.2169,2689.693,1161.142,1054.443,502.0458,689.6557,174.6425,5253.33,FALSE
9,4,58,3.36,5564.209,90.13878,3765.425,2198.05,1170.043,607.3096,555.0901,174.1407,4189.66,FALSE
2,1,37.2,3.72,10941.04,445.7017,4773.997,4659.276,424.323,1773.337,2861.927,697.9434,6478.49,TRUE
4,3,42.8,2.48,6409.076,35,2318.755,1357.765,929.8521,218.2888,626.4982,367.7635,5023.36,FALSE
2,2,30.3,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,2920.79,TRUE
11,4,65.5,19.28,10174.22,154.0292,4255.919,2979.345,1421.979,325,2235.364,788.2417,3969.47,TRUE
2,3,46,5.32,11233.24,268.0019,5059.852,4952.353,355,1850,2820.151,407.4616,6521.74,FALSE
3,4,85.87,0,5581.651,116.7262,630.3174,1723.405,2780.202,249.9,911.1119,257.3908,5356.93,FALSE
2,4,48.7,18.2,6005.4165,506.21143,3693.68726,1760.43323,1316.14966,884.59027,896.93927,129.71121,5010.27,FALSE
2,3,51.9,0,12291.18,531.0838,6255.494,4809.345,164.4688,182.4829,660.9274,449.1102,6647.38,FALSE
5,3,38.8,5.04,3692.709,51.47815,2681.017,3589.492,1786.687,70.17834,736.3763,521.5841,4639.18,FALSE
9,5,73.6,14.72,11571.1,741.9737,5630.766,4089.551,764.1989,140,861.7569,101.2423,5298.91,FALSE
1,4,78.6,6.52,5222.138,25.4951,1051.309,2313.207,2655.245,60,1286.934,352.2783,4949.11,FALSE
1,3,64.6,3.28,4589.905,75,1679.539,2676.682,2160.098,117.686,746.4081,389.4869,2941.18,TRUE
2,3,47.2,2.92,4006.448,132.8533,2322.07349,3246.61743,1944.74939,239.42639,545.02295,174.64249,2118.64,TRUE
2,4,100,4.8,6572.68,55.9017,1387.083,1952.185,1431.38,179.2345,25,325,4800,FALSE
2,3,47.7,5.68,11316.65234,205.24376,5645.91211,3539.32544,887.76404,939.81378,1109.09875,194.55077,6708.6,FALSE
5,4,62.7,13.32,12293.71,330.1893,6552.818,4419.38,136.0147,803.5079,375.8324,160.7016,3987.24,TRUE
4,3,50.5,10.36,4423.022,169.1892,1805.838,2641.07,1932.026,80.62257,545,353.4119,4396.04,TRUE
4,4,62.7,3.48,12336.47,386.2642,6569.205,4489.928,142.1267,728.3543,295,93.94147,4465.71,FALSE
4,3,47.4,0,5432.571,490.306,2497.769,442.8318,764.4116,151.1622,106.8878,838.0483,7278.48,FALSE
3,5,57.81,9.44,1391.69,113.3578,4904.615,2131.977,405.1234,709.454,2339.001,140.3567,4670.47,FALSE
1,2,36,30.12,5230.49,28.28427,1969.803,2649.873,2218,247.0324,555.4277,350.464,4444.44,TRUE
2,2,30.3,11.04,8129.614,42.42641,3202.952,1784.741,918.7083,1263.022,1649.735,170.8801,2920.79,TRUE
6,4,62.7,43.28,12066.83,421.0998,6324.407,4232.095,364.9658,780,437.0927,135,4194.58,FALSE
3,3,37.6,21.36,4530.565,346.6987,2179.748,1511.861,1464.283,61.84658,1194.739,127.7693,5039.89,FALSE
2,4,80,0.48,12098.12,744.1102,6040.149,4738.254,109.6586,314.0064,820.64,609.0156,5500,FALSE
2,2,37.7,59,5027.39,74.33035,3680.245,2655.772,1430.891,53.85165,242.3324,668.9731,4748.01,FALSE
0,3,59.1,9.92,1613.707,90,4839.806,1803.587,871.2778,510.343,2347.19,282.179,2571.91,TRUE
1,3,41.55,2.6,1863.498,82.0061,4448.354,2382.236,522.8049,307.6118,2130.317,165,4813.48,FALSE
1,3,41.25,0,6576.519,85,2270.595,1260.516,794.0403,35.35534,739.0027,262.3452,1769.7,TRUE
2,3,55.98,1.84,10958.22168,60.41523,4776.76123,4266.16943,197.0406,885,2161.30737,534.50909,6296.89,FALSE
4,2,36.55,0.08,6716.0127,45,747.56268,1242.33655,2747.13037,130.09612,637.88715,156.285,7523.94,FALSE
1,4,59.1,20.36,8798.637,266.8333,2756.592,2500.82,846.5371,290.9038,697.2266,386.8462,4467.01,TRUE
2,4,60.4,11.48,3996.561,318.4729,3322.036,1800.34,1127.841,558.8605,1435,540.5784,5173.84,FALSE
4,3,81.34,5.8,6503.67,111.018,2175.23,1367.927,893.6582,80.62257,643.2729,189.2749,3872.63,TRUE
4,1,34.52,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,6373.12,TRUE
5,1,27.9,1.6,5709.588,93.94147,495.202,1875.06,2967.09,255.196,762.9712,285,8602.15,TRUE
3,4,54.32,30.48,6043.922,278.792,3934.59,1838.158,1104.729,1108.603,1031.746,87.46428,4399.85,FALSE
3,4,66.8,0,4058.20776,375.93219,11074.87793,3486.33057,62.64982,6619.7959,7039.27539,612.88251,4491.02,FALSE
6,2,34.6,0.56,5136.658,213.6001,2796.395,671.6584,569.3198,28.28427,425.7346,590.3601,8265.9,FALSE
4,2,41.94,10.2,4889.42725,50.24938,2000.7561,3042.61816,2501.60449,111.01801,945.85938,200,4482.59,FALSE
4,4,57.98,0.36,8804.118,148.6607,2957.114,2390.131,755.4138,606.3209,862.6993,644.4571,6502.24,FALSE
2,4,66.34,5.56,4017.353,177.3415,3680.628,1721.344,1159.483,152.0691,1562.37,496.0091,4280.98,FALSE
1,3,44.3,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,4198.65,FALSE
1,2,38.4,29.76,6634.655,150,523.474,2051.981,2380.615,246.2722,227.2664,80,5598.96,FALSE
1,3,51.3,15.92,5553.137,255.4408,2066.331,412.3106,1192.183,167.6305,271.0166,858.4288,6432.75,FALSE
2,3,72.7,8,4267.798,105.4751,2010.827,2924.88,1963.797,159.1383,502.4938,69.46222,2998.62,TRUE
3,2,43.3,2.96,6754.765,150.333,1629.333,1693,1173.552,313.8471,183.5756,166.2077,4849.88,TRUE
2,4,57.4,0,6750.22949,225.49945,1575.79346,416.08292,2093.14355,65,1449.15491,270,6010.45,FALSE
8,3,54.9,10.24,11611.42,549.659,5825.363,3929.138,863.4958,625,748.0809,404.753,4462.66,TRUE
3,4,56.4,26.84,5599.129,211.4829,2055.006,366.2308,1195.492,212.7205,293.0017,904.3921,7517.73,FALSE
2,4,67.99,4,4090.196,197.8004,3888.528,2180.482,1605.81,505.9644,943.3186,494.2924,5368.44,FALSE
1,2,48.7,3.72,10134.4,977.7142,5844.814,1680,302.2003,2823.141,3069.695,1424.86,5544.15,FALSE
8,5,73.6,14.68,11959.35,439.0045,6229.53,4127.112,465.9667,810,527.0911,192.9378,4619.57,FALSE
1,4,87.3,8.76,4284.16,10,4176.338,2089.258,1488.036,555.3602,986.9777,286.4001,5154.64,FALSE
2,4,79,0.48,12098.12,744.1102,6040.149,4738.254,109.6586,314.0064,820.64,609.0156,6075.95,FALSE
1,2,20.91,19.2,6756.066,88.60023,2990.054,845,650.4037,76.15773,1287.245,605.0826,6121.47,FALSE
7,2,32.1,1.12,11461.34,351.7101,5746.923,3710.273,830.1356,823.4227,941.4085,310,4953.27,TRUE
4,3,56.21,20.56,2149.517,91.24144,4114.517,2771.507,403.1129,481.2744,1773.711,311.8493,3380.18,TRUE
3,2,39.4,0,5397.224,489.3363,2509.442,476.7075,759.6052,119.2686,114.1271,807.4187,8121.83,FALSE
2,1,30.5,13.64,4365.25195,190.39433,5130.80176,1585.82788,789.00256,39.05125,1751.01404,113.13708,5180.33,TRUE
3,3,57.58,28.36,5851.13,68.00735,2850.04,1750,1514.942,40,835.2395,275.7716,3647.1,TRUE
1,5,100.42,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,5875.32,FALSE
4,2,36.7,3.44,5477.785,373.3631,2212.357,474.0517,1053.613,120.2082,122.0656,790.7275,6403.27,FALSE
0,3,89.3,1.44,11715.24707,325.96011,5518.73633,5243.58643,228.96506,1671.00269,2362.44043,342.23529,7502.8,FALSE
2,3,49.3,0,11679.53809,203.59273,5494.08789,5342.43848,356.72119,1840.44836,2557.71875,150.08331,5030.43,FALSE
2,3,44.7,1.2,6571.539,89.44272,2269.058,1264.802,798.8273,40.31129,734.2003,261.725,5592.84,FALSE
2,3,71.9,7.04,11905.70703,226.55022,5707.41602,5363.26855,317.05676,1703.29089,2273.5271,439.00455,4867.87,FALSE
3,3,42.32,0,6576.519,85,2270.595,1260.516,794.0403,35.35534,739.0027,262.3452,3544.42,TRUE
3,3,32.8,8.36,1923.519,25,4397.692,2394.535,581.0551,244.5915,2087.223,100,4268.29,FALSE
1,3,49.4,15.68,6723.885,114.0175,1561.858,1761.001,1241.551,297.3214,125,170.8801,4291.5,TRUE
0,3,32.47,5.32,4624.824,112.8051,2099.196,3332.435,2303.394,339.7793,1237.033,170,5466.58,FALSE
1,2,28.1,9.76,5880.553,162.865,852.3497,1005,2398.63,60.20797,1043.276,188.6796,6405.69,FALSE
2,3,45.24,2.76,4863.767,313.1294,2914.091,933.1265,693.9921,188.2153,639.7265,343.4021,8178.6,FALSE
1,1,47.1,1.6,5709.588,93.94147,495.202,1875.06,2967.09,255.196,762.9712,285,8280.25,TRUE
1,2,32,8.84,11255.59,180.2776,5097.617,4941.032,260.1922,1990,2725.115,390.032,7662.5,FALSE
2,4,70.05,0,8776.361,141.5097,2925.107,2365.005,776.6112,578.835,830.858,615.0203,7651.68,FALSE
1,4,47.86,37.2,6170.051,499.1242,3476.18,1519.482,1390.297,676.7015,1006.032,414.6384,5223.57,FALSE
4,2,33.8,5.04,3692.709,51.47815,2681.017,3589.492,1786.687,70.17834,736.3763,521.5841,4733.73,TRUE
1,3,48.8,4.88,10857.06,582.5804,4891.301,3557.337,890.0562,190,1593.902,599.2704,4303.28,TRUE
3,3,37.47,1.16,4576.554,103.0776,2147.19,3365.52,2252.094,345.3259,1273.499,129.8076,3469.44,TRUE
1,3,37.1,11.44,6265.82,463.8965,3729.296,1527.825,1375,808.6099,1146.353,333.654,6469,FALSE
6,4,47.98,32.88,3881.71362,60.41523,3033.3562,2947.85522,1397.58716,26.92582,1247.09668,52.20153,2709.46,TRUE
4,2,48.1,1.4,6455.958,106.066,1302.085,2063.032,1541.858,78.26238,15,451.7743,6498.96,FALSE
4,1,41.1,0.28,6375.033,43.01163,2301.098,1393.718,965.9451,246.9818,591.0372,355.1408,4866.18,TRUE
1,2,35.4,4.84,4339.312,87.32124,1949.853,2904.695,2034.367,165.6804,575.0217,118.5327,5000,FALSE
4,4,48.27,32.84,5687.022,308.3018,4154.122,2272.378,782.0806,834.7006,926.9979,186.6815,4402.32,FALSE
8,3,36.9,15.16,6155.94434,397.3978,1477.26941,2080.60083,1571.15405,22.36068,309.27335,433.41666,3387.53,TRUE
3,4,67.6,13.6,4255,377.52484,3359.70605,2648.30615,1670.74829,18.02776,640.07812,219.14607,4571.01,FALSE
2,3,78.6,0,4834.27881,174.92856,2170.62769,3008.90771,2393.24561,11.18034,939.81378,32.01562,2989.82,TRUE
1,3,49.3,14.68,11959.35,439.0045,6229.53,4127.112,465.9667,810,527.0911,192.9378,4421.91,TRUE
4,2,25.11,19.72,4014.623,128.5496,2469.757,2080.024,960.013,234.094,1356.558,418.1507,5973.72,FALSE
4,3,50.3,1.64,5246.868,369.1206,2630.931,601.5189,681.8357,28.28427,252.24,673.0899,7157.06,FALSE
3,2,35.9,1.92,12062.71,706.1339,5973.349,4779.051,155,470.2393,981.644,715.2797,5571.03,FALSE
2,2,28,20.76,6416.494,165.605,445.1123,2139.071,2357.398,69.64194,295.3811,300.8322,7857.14,FALSE
2,3,46.94,7.84,6429.396,137.5682,2516.57,1253.844,886.7074,227.706,766.3224,371.3825,3834.68,TRUE
2,3,85.59,9.24,7336.311,45,4139.106,1282.673,45,415,2540.964,165.5294,4661.76,FALSE
10,3,37.8,15.8,3807.394,221.4724,4106.799,1903.431,1384.431,727.0832,1238.911,299.0819,2645.5,TRUE
2,3,51.6,36.96,5013.99023,118.00423,3727.44556,2681.35229,1394.63257,55.9017,289.69812,662.1933,3624.03,TRUE
8,2,31.7,12.56,2078.00391,165.52945,4522.99121,3812.1189,175.85506,912.31848,2721.47485,1107.07947,4921.14,FALSE
7,5,76.8,22.72,4023.09888,246.22145,4734.28174,1570.50952,1318.19006,597.36926,1517.97559,183.37122,4101.56,FALSE
1,4,76.6,4.72,5790.311,419.3447,3495.29,1892.208,1450.836,680,636.7299,336.7863,6344.65,FALSE
